OT_ID,Equipo_ID,Falla_ID,Actividad_ID,Mecanico_Lider_ID,Fecha_Ingreso,Fecha_Salida,Tipo_OT,Estado_OT,Horas_Taller,Horas_Planificadas,Num_Mecanicos,Horas_Hombre,Costo_ManoObra_USD,Costo_Repuestos_USD,Costo_Total_USD,Cumple_Plazo
1460,18,1082.0,14,17,2024-04-05 08:03:34.472798,2024-04-05 11:53:36.749646,Correctivo,Cerrada,3.83,3.0,1,3.83,124.94,745.8,870.75,False
1461,20,1083.0,14,24,2024-04-05 09:19:29.753873,2024-04-05 11:30:52.174343,Correctivo,Cerrada,2.19,3.0,3,6.57,109.17,2969.07,3078.24,True
1462,13,,11,16,2024-04-06 00:00:00.000000,2024-04-06 04:46:12.392208,Predictivo,Cerrada,4.77,4.0,1,4.77,104.94,218.14,323.08,False
1463,2,,8,15,2024-04-07 00:00:00.000000,2024-04-07 02:09:39.420591,Predictivo,Cerrada,2.16,2.0,1,2.16,62.67,108.04,170.71,True
1464,3,,9,13,2024-04-07 00:00:00.000000,2024-04-07 03:01:41.607932,Predictivo,Cerrada,3.03,3.0,2,6.06,72.68,183.59,256.27,True
1465,10,1084.0,12,9,2024-04-07 05:32:13.261878,2024-04-07 18:30:38.833600,Correctivo,Cerrada,12.97,8.0,2,25.95,713.24,6423.34,7136.58,False
1466,7,1085.0,14,21,2024-04-07 09:11:42.698475,2024-04-07 12:45:05.292089,Correctivo,Cerrada,3.56,3.0,3,10.67,221.36,659.32,880.68,False
1467,8,1086.0,14,8,2024-04-07 12:23:37.414001,2024-04-07 16:42:13.926777,Correctivo,Cerrada,4.31,3.0,1,4.31,78.26,2966.1,3044.36,False
1468,7,,10,22,2024-04-08 00:00:00.000000,2024-04-08 03:04:46.924793,Predictivo,Cerrada,3.08,3.0,2,6.16,117.03,183.5,300.52,True
1469,10,,9,14,2024-04-08 00:00:00.000000,2024-04-08 03:14:41.915771,Predictivo,Cerrada,3.24,3.0,1,3.24,103.84,194.62,298.46,True
1470,11,1087.0,14,3,2024-04-08 05:57:09.968351,2024-04-08 08:20:20.767683,Correctivo,Cerrada,2.39,3.0,3,7.16,125.51,285.86,411.38,True
1471,15,1088.0,14,23,2024-04-08 18:55:12.927056,2024-04-08 23:46:04.380751,Correctivo,Cerrada,4.85,3.0,2,9.7,313.12,320.72,633.83,False
1472,4,1091.0,13,8,2024-04-09 01:59:58.512502,2024-04-09 18:15:16.856543,Correctivo,Cerrada,16.26,10.0,1,16.26,309.84,27827.93,28137.77,False
1473,21,1089.0,14,10,2024-04-09 02:23:21.914105,2024-04-09 06:24:06.223907,Correctivo,Cerrada,4.01,3.0,3,12.04,381.46,601.23,982.69,False
1474,17,1090.0,14,7,2024-04-09 04:42:00.890411,2024-04-09 09:04:26.217111,Correctivo,Cerrada,4.37,3.0,4,17.49,548.62,196.76,745.38,False
1475,6,,11,3,2024-04-10 00:00:00.000000,2024-04-10 04:11:53.867512,Predictivo,Cerrada,4.2,4.0,2,8.4,142.74,244.7,387.44,True
1476,19,1092.0,14,18,2024-04-10 02:20:52.425811,2024-04-10 07:24:46.185693,Correctivo,Cerrada,5.06,3.0,3,15.19,343.44,242.35,585.79,False
1477,4,1093.0,13,25,2024-04-10 03:30:36.075009,2024-04-10 19:37:41.755222,Correctivo,Cerrada,16.12,10.0,3,48.35,2188.46,1765.21,3953.67,False
1478,14,1094.0,14,18,2024-04-10 22:20:12.173931,2024-04-11 01:07:55.474473,Correctivo,Cerrada,2.8,3.0,3,8.39,208.24,3140.0,3348.24,True
1479,6,1095.0,13,8,2024-04-11 00:40:14.046208,2024-04-11 10:48:42.202273,Correctivo,Cerrada,10.14,10.0,4,40.56,730.93,7536.72,8267.64,True
1480,1,1096.0,14,7,2024-04-11 06:41:29.043966,2024-04-11 11:26:51.345150,Correctivo,Cerrada,4.76,3.0,2,9.51,308.13,4814.48,5122.61,False
1481,13,1097.0,14,24,2024-04-11 16:22:23.742240,2024-04-11 19:48:05.987492,Correctivo,Cerrada,3.43,3.0,1,3.43,65.88,2423.71,2489.59,True
1482,12,1098.0,12,9,2024-04-13 13:29:18.128989,2024-04-14 03:14:03.166018,Correctivo,Cerrada,13.75,8.0,3,41.24,1052.25,4046.55,5098.8,False
1483,15,1100.0,13,11,2024-04-13 18:02:02.529098,2024-04-14 04:08:21.812641,Correctivo,Cerrada,10.11,10.0,2,20.21,405.43,1156.42,1561.86,True
1484,19,1101.0,14,25,2024-04-14 07:28:12.071139,2024-04-14 12:08:36.084885,Correctivo,Cerrada,4.67,3.0,4,18.69,847.17,405.94,1253.1,False
1485,12,1103.0,13,4,2024-04-14 11:23:38.764737,2024-04-15 04:06:16.677543,Correctivo,Cerrada,16.71,10.0,1,16.71,748.55,1279.97,2028.52,False
1486,5,1102.0,14,25,2024-04-14 12:59:16.137241,2024-04-14 18:04:36.629402,Correctivo,Cerrada,5.09,3.0,1,5.09,253.67,759.85,1013.52,False
1487,5,1104.0,14,10,2024-04-14 13:32:58.514961,2024-04-14 18:39:17.659245,Correctivo,Cerrada,5.11,3.0,4,20.42,562.0,181.22,743.22,False
1488,15,1105.0,14,20,2024-04-14 19:51:18.112669,2024-04-14 22:03:39.251305,Correctivo,Cerrada,2.21,3.0,3,6.62,152.39,583.47,735.86,True
1489,7,1107.0,14,16,2024-04-14 21:37:21.544497,2024-04-15 00:21:45.992187,Correctivo,Cerrada,2.74,3.0,2,5.48,113.9,2091.96,2205.86,True
1490,4,1106.0,14,12,2024-04-15 02:49:49.515829,2024-04-15 06:10:51.414475,Correctivo,Cerrada,3.35,3.0,3,10.05,151.66,5563.74,5715.41,True
1491,21,1111.0,13,21,2024-04-15 08:20:59.785554,2024-04-15 20:15:49.691732,Correctivo,Cerrada,11.91,10.0,1,11.91,217.26,7567.72,7784.97,False
1492,19,1109.0,14,15,2024-04-15 08:23:24.862221,2024-04-15 10:36:46.702351,Correctivo,Cerrada,2.22,3.0,1,2.22,66.59,90.1,156.69,True
1493,14,1108.0,14,15,2024-04-15 08:41:34.293624,2024-04-15 11:32:36.903799,Correctivo,Cerrada,2.85,3.0,3,8.55,227.8,721.44,949.24,True
1494,13,1110.0,14,11,2024-04-15 13:53:47.303329,2024-04-15 16:55:17.998286,Correctivo,Cerrada,3.03,3.0,3,9.08,189.42,2543.32,2732.75,True
1495,16,1112.0,14,21,2024-04-15 17:28:55.189189,2024-04-15 20:01:11.158253,Correctivo,Cerrada,2.54,3.0,2,5.08,87.52,2008.89,2096.4,True
1496,1,1113.0,14,25,2024-04-16 08:04:29.067031,2024-04-16 10:18:02.421997,Correctivo,Cerrada,2.23,3.0,2,4.45,215.35,1576.73,1792.08,True
1497,7,1114.0,13,17,2024-04-16 14:17:56.249650,2024-04-17 00:59:32.830014,Correctivo,Cerrada,10.69,10.0,1,10.69,343.96,17606.53,17950.49,True
1498,21,1115.0,14,11,2024-04-16 15:54:47.761633,2024-04-16 20:28:03.398722,Correctivo,Cerrada,4.55,3.0,1,4.55,87.49,771.17,858.66,False
1499,1,1116.0,14,15,2024-04-17 15:40:07.231102,2024-04-17 17:57:07.970728,Correctivo,Cerrada,2.28,3.0,4,9.13,247.55,336.51,584.06,True
1500,9,1117.0,14,8,2024-04-18 14:37:56.669478,2024-04-18 19:29:09.330389,Correctivo,Cerrada,4.85,3.0,3,14.56,295.5,86.69,382.18,False
1501,17,1119.0,14,3,2024-04-19 08:29:11.479160,2024-04-19 11:06:50.589058,Correctivo,Cerrada,2.63,3.0,2,5.26,87.57,3005.05,3092.62,True
1502,19,1120.0,14,19,2024-04-19 15:30:36.836882,2024-04-19 19:04:03.350009,Correctivo,Cerrada,3.56,3.0,2,7.11,181.81,208.87,390.68,False
1503,14,1121.0,14,16,2024-04-20 02:02:30.232688,2024-04-20 06:16:22.974049,Correctivo,Cerrada,4.23,3.0,3,12.69,257.86,310.98,568.84,False
1504,16,1123.0,14,9,2024-04-20 11:52:52.087831,2024-04-20 16:11:29.148165,Correctivo,Cancelada,4.31,3.0,2,8.62,210.84,165.32,376.15,False
1505,4,1124.0,13,3,2024-04-20 16:07:18.443741,2024-04-20 23:16:01.031094,Correctivo,Cerrada,7.15,10.0,1,7.15,121.93,8405.72,8527.66,True
1506,10,1125.0,14,17,2024-04-22 01:13:11.564801,2024-04-22 06:17:53.142587,Correctivo,Cerrada,5.08,3.0,2,10.16,355.37,102.49,457.85,False
1507,5,1126.0,14,1,2024-04-22 05:49:31.080589,2024-04-22 10:41:38.909777,Correctivo,Cerrada,4.87,3.0,1,4.87,65.56,2418.4,2483.96,False
1508,9,1129.0,13,11,2024-04-22 18:56:37.914197,2024-04-23 04:23:19.482604,Correctivo,Cerrada,9.44,10.0,4,37.78,824.0,16332.05,17156.06,True
1509,20,1130.0,14,1,2024-04-22 22:10:31.389025,2024-04-23 01:53:33.392921,Correctivo,Cerrada,3.72,3.0,2,7.43,103.59,376.3,479.89,False
1510,14,,5,3,2024-04-23 00:00:00.000000,2024-04-23 03:58:33.673789,Preventivo,Cerrada,3.98,4.0,2,7.95,135.18,588.09,723.28,True
1511,21,1128.0,14,8,2024-04-23 00:48:36.514592,2024-04-23 02:55:11.006269,Correctivo,Cerrada,2.11,3.0,3,6.33,123.29,210.92,334.2,True
1512,5,1127.0,14,9,2024-04-23 18:19:00.122759,2024-04-23 21:36:57.570516,Correctivo,Cerrada,3.3,3.0,3,9.9,268.51,273.15,541.66,True
1513,13,1131.0,14,6,2024-04-23 19:44:32.101383,2024-04-24 00:57:50.774290,Correctivo,Cerrada,5.22,3.0,3,15.67,716.47,267.57,984.04,False
1514,13,,4,13,2024-04-24 00:00:00.000000,2024-04-24 01:45:54.064722,Preventivo,Cerrada,1.77,2.0,2,3.53,42.36,199.88,242.24,True
1515,2,,6,7,2024-04-24 00:00:00.000000,2024-04-24 06:05:52.951310,Preventivo,Cerrada,6.1,6.0,2,12.2,402.47,905.85,1308.33,True
1516,3,1135.0,14,14,2024-04-24 05:42:33.154703,2024-04-24 09:44:41.609535,Correctivo,Cerrada,4.04,3.0,2,8.07,246.16,12145.97,12392.13,False
1517,18,1132.0,14,5,2024-04-24 07:48:39.737020,2024-04-24 12:50:25.238526,Correctivo,Cerrada,5.03,3.0,4,20.12,310.93,95.12,406.05,False
1518,12,1134.0,14,3,2024-04-24 10:45:53.153484,2024-04-24 14:18:02.230309,Correctivo,Cerrada,3.54,3.0,2,7.07,115.68,95.93,211.61,False
1519,21,,4,10,2024-04-25 00:00:00.000000,2024-04-25 01:42:49.736396,Preventivo,Cerrada,1.71,2.0,1,1.71,51.41,200.57,251.99,True
1520,17,,1,19,2024-04-25 00:00:00.000000,2024-04-25 03:50:29.913796,Preventivo,Cerrada,3.84,4.0,2,7.68,192.08,874.16,1066.24,True
1521,13,1136.0,14,21,2024-04-25 13:27:33.138135,2024-04-25 18:04:04.575350,Correctivo,Cerrada,4.61,3.0,4,18.43,379.81,283.93,663.74,False
1522,20,,7,11,2024-04-26 00:00:00.000000,2024-04-26 05:34:24.030390,Preventivo,Cerrada,5.57,5.0,3,16.72,351.12,667.92,1019.04,False
1523,8,,7,16,2024-04-26 00:00:00.000000,2024-04-26 04:40:44.100019,Preventivo,Cerrada,4.68,5.0,3,14.04,308.81,695.62,1004.42,True
1524,3,1137.0,14,8,2024-04-26 03:45:46.343836,2024-04-26 09:00:12.788496,Correctivo,Cerrada,5.24,3.0,1,5.24,89.72,62.86,152.58,False
1525,4,,2,15,2024-04-27 00:00:00.000000,2024-04-27 03:16:58.733926,Preventivo,Cerrada,3.28,3.0,1,3.28,95.21,449.24,544.45,True
1526,19,,5,17,2024-04-27 00:00:00.000000,2024-04-27 04:03:15.488066,Preventivo,Cerrada,4.05,4.0,2,8.11,275.69,537.06,812.75,True
1527,16,,6,15,2024-04-27 00:00:00.000000,2024-04-27 05:15:26.743778,Preventivo,Cerrada,5.26,6.0,3,15.77,457.4,1165.45,1622.85,True
1528,7,,5,21,2024-04-27 00:00:00.000000,2024-04-27 04:03:23.707635,Preventivo,Cerrada,4.06,4.0,1,4.06,77.08,590.24,667.31,True
1529,4,1139.0,14,11,2024-04-27 02:01:44.589066,2024-04-27 07:20:08.013614,Correctivo,Cerrada,5.31,3.0,2,10.61,222.96,182.07,405.03,False
1530,14,1141.0,14,8,2024-04-27 10:53:16.805574,2024-04-27 13:47:57.080965,Correctivo,Cerrada,2.91,3.0,2,5.82,120.38,2791.31,2911.7,True
1531,17,1140.0,14,2,2024-04-27 14:19:14.850041,2024-04-27 17:50:24.469960,Correctivo,Cerrada,3.52,3.0,3,10.56,169.36,617.09,786.45,False
1532,1,,3,18,2024-04-28 00:00:00.000000,2024-04-28 04:35:47.125191,Preventivo,Cerrada,4.6,5.0,2,9.19,211.44,408.8,620.23,True
1533,12,1142.0,13,23,2024-04-28 05:06:37.266330,2024-04-28 22:33:41.482705,Correctivo,Cerrada,17.45,10.0,3,52.35,1687.82,296.98,1984.81,False
1534,10,,6,22,2024-04-29 00:00:00.000000,2024-04-29 05:34:13.060328,Preventivo,Cerrada,5.57,6.0,3,16.71,317.51,923.86,1241.37,True
1535,5,,7,14,2024-04-29 00:00:00.000000,2024-04-29 04:50:32.204362,Preventivo,Cerrada,4.84,5.0,2,9.68,309.91,710.55,1020.46,True
1536,5,1143.0,13,12,2024-04-29 08:11:26.264448,2024-04-29 16:04:16.249343,Correctivo,Cerrada,7.88,10.0,2,15.76,250.49,21793.28,22043.77,True
1537,15,1144.0,14,18,2024-04-29 20:14:18.968850,2024-04-29 23:34:56.469132,Correctivo,Cerrada,3.34,3.0,1,3.34,80.19,36.11,116.3,True
1538,15,,1,15,2024-04-30 00:00:00.000000,2024-04-30 04:08:28.040273,Preventivo,Cerrada,4.14,4.0,1,4.14,120.09,884.09,1004.19,True
1539,3,,3,21,2024-04-30 00:00:00.000000,2024-04-30 04:58:02.845130,Preventivo,Cerrada,4.97,5.0,2,9.93,188.76,281.61,470.37,True
1540,9,,4,15,2024-04-30 00:00:00.000000,2024-04-30 01:48:21.438061,Preventivo,Cerrada,1.81,2.0,1,1.81,52.37,204.75,257.12,True
1541,18,,4,23,2024-04-30 00:00:00.000000,2024-04-30 02:15:56.449600,Preventivo,Cerrada,2.27,2.0,2,4.53,149.53,230.92,380.45,False
1542,15,1145.0,14,10,2024-04-30 14:48:43.615000,2024-04-30 18:30:54.976361,Correctivo,Cerrada,3.7,3.0,2,7.41,215.74,15868.7,16084.44,False
1543,11,,7,25,2024-05-01 00:00:00.000000,2024-05-01 05:06:04.178510,Preventivo,Abierta,5.1,5.0,3,15.3,719.26,703.94,1423.2,True
1544,12,,1,13,2024-05-01 00:00:00.000000,2024-05-01 03:38:49.497234,Preventivo,Cerrada,3.65,4.0,2,7.29,87.53,825.77,913.3,True
1545,6,,5,20,2024-05-01 00:00:00.000000,2024-05-01 04:35:58.197079,Preventivo,Cancelada,4.6,4.0,1,4.6,110.39,723.28,833.67,False
1546,18,1146.0,14,24,2024-05-01 08:13:59.597324,2024-05-01 11:50:56.696610,Correctivo,Cerrada,3.62,3.0,2,7.23,120.75,549.49,670.23,False
1547,4,1147.0,14,3,2024-05-01 22:33:33.975779,2024-05-02 01:52:24.743835,Correctivo,Cerrada,3.31,3.0,2,6.63,109.68,1508.53,1618.21,True
1548,6,1149.0,14,8,2024-05-02 07:54:58.734844,2024-05-02 11:32:07.292003,Correctivo,Cerrada,3.62,3.0,3,10.86,194.72,587.87,782.6,False
1549,7,1148.0,14,13,2024-05-02 17:09:44.764957,2024-05-02 19:25:51.886184,Correctivo,Cerrada,2.27,3.0,3,6.81,85.47,81.81,167.28,True
1550,9,1150.0,14,9,2024-05-02 20:22:46.035689,2024-05-03 01:05:11.027259,Correctivo,Cerrada,4.71,3.0,3,14.12,328.11,103.86,431.97,False
1551,1,1151.0,12,17,2024-05-03 08:37:45.950467,2024-05-03 20:12:48.271307,Correctivo,Cerrada,11.58,8.0,1,11.58,369.44,222.51,591.95,False
1552,4,1152.0,13,2,2024-05-03 13:04:32.751539,2024-05-03 22:28:56.744569,Correctivo,Cerrada,9.41,10.0,3,28.22,431.19,19761.66,20192.85,True
1553,9,1154.0,14,8,2024-05-03 14:41:53.776537,2024-05-03 20:01:22.298738,Correctivo,Cerrada,5.32,3.0,3,15.97,285.03,503.96,788.99,False
1554,10,1155.0,14,7,2024-05-03 20:08:27.485490,2024-05-04 00:40:01.927750,Correctivo,Cerrada,4.53,3.0,1,4.53,137.98,5553.1,5691.08,False
1555,9,1157.0,14,25,2024-05-04 06:10:45.402353,2024-05-04 09:33:55.442066,Correctivo,Cerrada,3.39,3.0,3,10.16,500.62,434.01,934.63,True
1556,3,1156.0,14,12,2024-05-04 06:54:37.545585,2024-05-04 10:04:21.220260,Correctivo,Cerrada,3.16,3.0,3,9.49,153.78,7021.46,7175.24,True
1557,5,1158.0,14,4,2024-05-05 03:22:39.471907,2024-05-05 06:26:43.977692,Correctivo,Cerrada,3.07,3.0,2,6.14,251.13,110.08,361.22,True
1558,5,1160.0,12,1,2024-05-05 13:54:35.684683,2024-05-05 21:53:42.594270,Correctivo,Cerrada,7.99,8.0,1,7.99,109.14,5929.68,6038.82,True
1559,20,1159.0,14,18,2024-05-05 15:09:19.142506,2024-05-05 17:34:28.881964,Correctivo,Cerrada,2.42,3.0,2,4.84,104.4,104.86,209.26,True
1560,8,1162.0,14,18,2024-05-06 16:19:06.917871,2024-05-06 18:58:45.700922,Correctivo,Cerrada,2.66,3.0,2,5.32,128.92,363.13,492.05,True
1561,6,1163.0,14,13,2024-05-07 18:19:23.506924,2024-05-07 21:48:10.143177,Correctivo,Cerrada,3.48,3.0,2,6.96,79.69,320.75,400.44,False
1562,7,1164.0,12,25,2024-05-08 03:06:43.822504,2024-05-08 10:36:29.016034,Correctivo,Cerrada,7.5,8.0,1,7.5,348.77,4288.88,4637.65,True
1563,1,1165.0,13,7,2024-05-08 13:00:23.387721,2024-05-09 04:14:40.102449,Correctivo,Cerrada,15.24,10.0,2,30.48,1069.97,22487.05,23557.02,False
1564,4,1167.0,14,24,2024-05-10 00:35:17.095248,2024-05-10 04:59:22.269921,Correctivo,Cerrada,4.4,3.0,1,4.4,81.27,902.84,984.11,False
1565,16,1166.0,13,16,2024-05-10 04:02:19.454089,2024-05-10 13:09:25.438558,Correctivo,Cerrada,9.12,10.0,2,18.24,389.41,18362.26,18751.67,True
1566,18,1168.0,14,18,2024-05-11 22:00:00.358164,2024-05-12 00:40:21.357344,Correctivo,Cerrada,2.67,3.0,1,2.67,62.1,815.2,877.31,True
1567,19,1169.0,14,9,2024-05-12 16:06:02.388213,2024-05-12 19:21:33.721267,Correctivo,Cerrada,3.26,3.0,1,3.26,86.65,995.24,1081.88,True
1568,5,1170.0,14,3,2024-05-13 01:40:10.157715,2024-05-13 04:55:17.189206,Correctivo,Cerrada,3.25,3.0,2,6.5,113.84,254.55,368.4,True
1569,3,1172.0,13,22,2024-05-13 11:24:53.589284,2024-05-14 02:39:20.460537,Correctivo,Cerrada,15.24,10.0,3,45.72,853.83,8880.57,9734.4,False
1570,16,1173.0,14,9,2024-05-13 17:13:48.373217,2024-05-13 21:06:37.464559,Correctivo,Cerrada,3.88,3.0,1,3.88,89.93,2339.56,2429.49,False
1571,6,1175.0,13,12,2024-05-13 22:43:22.552842,2024-05-14 09:41:53.000355,Correctivo,Cerrada,10.98,10.0,3,32.93,508.22,344.64,852.86,True
1572,13,1177.0,14,24,2024-05-14 12:59:27.634743,2024-05-14 16:28:55.884160,Correctivo,Cerrada,3.49,3.0,1,3.49,57.19,427.9,485.09,False
1573,5,1176.0,14,20,2024-05-14 21:04:27.792736,2024-05-15 02:13:58.216787,Correctivo,Cerrada,5.16,3.0,3,15.48,377.25,321.95,699.2,False
1574,7,1179.0,14,1,2024-05-15 06:33:57.535013,2024-05-15 11:00:17.612269,Correctivo,Cerrada,4.44,3.0,2,8.88,113.83,7192.81,7306.64,False
1575,7,1178.0,13,1,2024-05-15 08:39:03.904376,2024-05-15 22:52:09.576518,Correctivo,Cerrada,14.22,10.0,4,56.87,763.58,1435.38,2198.96,False
1576,1,1181.0,14,22,2024-05-15 23:31:23.606064,2024-05-16 04:01:10.653280,Correctivo,Cerrada,4.5,3.0,1,4.5,92.14,3288.56,3380.7,False
1577,4,1182.0,14,18,2024-05-16 12:41:47.871745,2024-05-16 16:14:07.075298,Correctivo,Cerrada,3.54,3.0,3,10.62,226.0,2410.67,2636.67,False
1578,18,1183.0,14,7,2024-05-16 18:59:22.408811,2024-05-16 22:46:31.818009,Correctivo,Cerrada,3.79,3.0,3,11.36,357.6,321.67,679.27,False
1579,2,1184.0,14,13,2024-05-16 19:07:09.638682,2024-05-16 21:16:08.650170,Correctivo,Cerrada,2.15,3.0,4,8.6,99.2,388.89,488.09,True
1580,14,1185.0,14,16,2024-05-17 15:54:04.954893,2024-05-17 21:08:51.130854,Correctivo,Cerrada,5.25,3.0,4,20.98,475.51,4732.84,5208.35,False
1581,3,1187.0,13,17,2024-05-18 15:45:58.479076,2024-05-19 03:38:53.521607,Correctivo,Cerrada,11.88,10.0,4,47.53,1711.65,6230.24,7941.89,False
1582,11,1188.0,14,13,2024-05-18 20:11:14.460106,2024-05-18 22:23:10.154834,Correctivo,Cerrada,2.2,3.0,1,2.2,26.06,459.18,485.23,True
1583,20,1189.0,14,3,2024-05-18 22:38:14.555156,2024-05-19 03:45:17.198833,Correctivo,Cerrada,5.12,3.0,3,15.35,234.93,1702.47,1937.4,False
1584,20,1194.0,12,22,2024-05-19 17:31:15.169818,2024-05-20 01:12:51.269170,Correctivo,Cerrada,7.69,8.0,1,7.69,156.27,3056.87,3213.14,True
1585,7,1190.0,14,21,2024-05-19 17:36:09.663020,2024-05-19 20:33:34.499842,Correctivo,Cerrada,2.96,3.0,2,5.91,108.36,710.47,818.83,True
1586,10,1191.0,14,15,2024-05-19 20:57:31.358539,2024-05-20 01:22:31.499811,Correctivo,Cerrada,4.42,3.0,3,13.25,370.1,752.28,1122.39,False
1587,1,1195.0,12,24,2024-05-19 22:19:57.743501,2024-05-20 08:39:38.517113,Correctivo,Cerrada,10.33,8.0,2,20.66,363.0,1796.87,2159.87,False
1588,3,1196.0,14,18,2024-05-19 23:36:27.405791,2024-05-20 02:29:49.497868,Correctivo,Cerrada,2.89,3.0,2,5.78,129.51,602.91,732.41,True
1589,3,1192.0,14,16,2024-05-20 00:47:09.563958,2024-05-20 03:52:54.060814,Correctivo,Cerrada,3.1,3.0,2,6.19,132.6,399.42,532.03,True
1590,16,1197.0,14,7,2024-05-20 16:35:34.452272,2024-05-20 20:16:52.829466,Correctivo,Cerrada,3.69,3.0,2,7.38,221.99,48.34,270.33,False
1591,5,1198.0,14,11,2024-05-20 18:09:33.807123,2024-05-20 22:14:29.006937,Correctivo,Cerrada,4.08,3.0,2,8.16,157.65,565.56,723.21,False
1592,18,1199.0,14,23,2024-05-21 20:22:48.365340,2024-05-22 00:29:38.335669,Correctivo,Cerrada,4.11,3.0,2,8.23,247.24,2733.03,2980.27,False
1593,2,1200.0,14,20,2024-05-22 04:33:55.209698,2024-05-22 06:51:22.347090,Correctivo,Cerrada,2.29,3.0,3,6.87,161.49,807.74,969.23,True
1594,6,1201.0,14,25,2024-05-22 17:24:35.554655,2024-05-22 20:58:10.602940,Correctivo,Cerrada,3.56,3.0,3,10.68,453.6,3424.3,3877.91,False
1595,9,1202.0,14,16,2024-05-22 19:22:45.320019,2024-05-22 21:53:24.665255,Correctivo,Cerrada,2.51,3.0,2,5.02,104.11,760.8,864.92,True
1596,14,,11,13,2024-05-23 00:00:00.000000,2024-05-23 04:27:13.407743,Predictivo,Cerrada,4.45,4.0,1,4.45,53.44,243.4,296.85,True
1597,14,1204.0,14,7,2024-05-23 22:20:58.835421,2024-05-24 00:29:12.304645,Correctivo,Cerrada,2.14,3.0,2,4.27,134.74,100.94,235.68,True
1598,10,,2,9,2024-05-24 00:00:00.000000,2024-05-24 02:49:48.163483,Preventivo,Cerrada,2.83,3.0,2,5.66,141.5,586.89,728.39,True
1599,3,,2,2,2024-05-24 00:00:00.000000,2024-05-24 02:40:19.025765,Preventivo,Cerrada,2.67,3.0,2,5.34,85.5,671.97,757.47,True
1600,3,,8,19,2024-05-24 00:00:00.000000,2024-05-24 02:14:36.366011,Predictivo,Cerrada,2.24,2.0,1,2.24,56.09,137.32,193.41,True
1601,13,,7,17,2024-05-24 00:00:00.000000,2024-05-24 05:25:53.815254,Preventivo,Cerrada,5.43,5.0,2,10.86,369.35,684.86,1054.21,True
1602,11,1203.0,14,19,2024-05-24 01:52:35.086849,2024-05-24 06:37:55.448903,Correctivo,Cerrada,4.76,3.0,2,9.51,256.38,1338.33,1594.72,False
1603,8,1205.0,14,18,2024-05-24 06:39:48.678974,2024-05-24 09:14:52.545434,Correctivo,Cerrada,2.58,3.0,2,5.17,108.34,147.73,256.06,True
1604,19,1206.0,14,21,2024-05-24 11:13:47.555389,2024-05-24 16:04:19.974327,Correctivo,Cerrada,4.84,3.0,2,9.68,177.71,333.61,511.33,False
1605,12,1207.0,14,10,2024-05-24 17:58:13.223518,2024-05-24 21:59:25.293488,Correctivo,Cerrada,4.02,3.0,3,12.06,395.47,8605.92,9001.4,False
1606,7,1208.0,14,7,2024-05-24 19:41:25.557954,2024-05-24 23:42:55.146681,Correctivo,Cerrada,4.02,3.0,2,8.05,289.97,1705.75,1995.72,False
1607,7,,4,20,2024-05-25 00:00:00.000000,2024-05-25 02:05:44.724451,Preventivo,Cerrada,2.1,2.0,3,6.29,150.89,178.37,329.27,True
1608,5,,5,19,2024-05-25 00:00:00.000000,2024-05-25 03:37:35.896439,Preventivo,Cerrada,3.63,4.0,2,7.25,181.33,645.67,827.0,True
1609,21,,11,18,2024-05-25 00:00:00.000000,2024-05-25 04:05:49.118344,Predictivo,Cerrada,4.1,4.0,1,4.1,94.23,237.07,331.3,True
1610,5,,10,3,2024-05-25 00:00:00.000000,2024-05-25 02:44:21.100314,Predictivo,Cerrada,2.74,3.0,1,2.74,46.57,197.19,243.76,True
1611,9,,10,5,2024-05-25 00:00:00.000000,2024-05-25 02:50:43.490324,Predictivo,Cerrada,2.85,3.0,2,5.69,96.74,240.2,336.95,True
1612,2,1209.0,14,18,2024-05-25 03:23:32.495959,2024-05-25 06:46:25.275208,Correctivo,Cerrada,3.38,3.0,2,6.76,168.81,1123.46,1292.27,True
1613,17,,10,11,2024-05-26 00:00:00.000000,2024-05-26 03:18:38.051534,Predictivo,Cerrada,3.31,3.0,1,3.31,69.52,170.18,239.71,True
1614,16,,7,10,2024-05-26 00:00:00.000000,2024-05-26 04:33:52.787118,Preventivo,Cerrada,4.56,5.0,3,13.69,410.82,729.9,1140.72,True
1615,9,1210.0,13,8,2024-05-26 00:54:27.866146,2024-05-26 08:26:04.994382,Correctivo,Cerrada,7.53,10.0,4,30.11,549.86,10437.73,10987.59,True
1616,1,1211.0,14,23,2024-05-26 01:49:30.368930,2024-05-26 05:43:41.331130,Correctivo,Cerrada,3.9,3.0,3,11.71,418.33,304.69,723.02,False
1617,16,1212.0,14,25,2024-05-26 06:40:32.566534,2024-05-26 09:32:21.372351,Correctivo,Cerrada,2.86,3.0,1,2.86,125.46,3439.85,3565.31,True
1618,17,1215.0,14,19,2024-05-26 18:33:55.662153,2024-05-26 20:44:10.108573,Correctivo,Cerrada,2.17,3.0,1,2.17,59.39,509.5,568.88,True
1619,10,1213.0,14,15,2024-05-26 22:13:11.997362,2024-05-27 01:36:06.754437,Correctivo,Cerrada,3.38,3.0,1,3.38,90.45,397.15,487.6,True
1620,11,,8,10,2024-05-27 00:00:00.000000,2024-05-27 01:50:20.728859,Predictivo,Cerrada,1.84,2.0,2,3.68,110.35,105.8,216.15,True
