Falla_ID,Equipo_ID,Componente_ID,CausaRaiz_ID,Turno_ID,Fecha,Fecha_Hora_Falla,Modo_Falla,Severidad,Horas_Parada_Equipo,Detectada_Por
1375,8,7,2,1,2024-07-23,2024-07-23 15:57:00,Falla eléctrica,Media,8.7,Operador
1376,19,6,12,2,2024-07-25,2024-07-25 01:01:00,Pérdida de potencia,Media,6.68,Monitoreo remoto
1377,9,12,11,2,2024-07-26,2024-07-26 00:21:00,Vibraciones excesivas,Alta,18.74,Operador
1378,9,15,16,2,2024-07-26,2024-07-26 00:41:00,Rotura de cilindro,Baja,2.28,Inspección
1379,8,23,8,1,2024-07-26,2024-07-26 08:08:00,Desbalance,Media,6.22,Operador
1380,12,5,2,2,2024-07-27,2024-07-27 05:41:00,Pérdida de potencia,Baja,2.18,Operador
1381,1,8,16,2,2024-07-28,2024-07-28 19:57:00,Cortocircuito,Media,7.66,Operador
1382,16,31,3,2,2024-07-29,2024-07-29 00:48:00,Rotura,Alta,17.96,Operador
1383,4,8,4,2,2024-07-29,2024-07-29 01:45:00,Sobrecarga,Media,7.79,Operador
1384,20,5,1,2,2024-07-29,2024-07-29 02:24:00,Fuga de aceite,Baja,1.59,Operador
1385,9,10,14,1,2024-07-29,2024-07-29 10:00:00,Pérdida de señal,Media,8.76,Monitoreo remoto
1386,9,13,14,2,2024-07-30,2024-07-30 02:19:00,Vibraciones excesivas,Media,8.94,Operador
1387,6,26,11,2,2024-07-30,2024-07-30 03:40:00,Deformación,Media,8.49,Inspección
1388,19,8,13,1,2024-07-30,2024-07-30 11:40:00,Sobrecarga,Baja,1.5,Inspección
1389,4,13,4,2,2024-08-01,2024-08-01 01:37:00,Recalentamiento aceite,Baja,2.65,Inspección
1390,20,8,13,1,2024-08-01,2024-08-01 17:52:00,Cortocircuito,Baja,2.34,Operador
1391,9,16,3,2,2024-08-03,2024-08-03 04:32:00,Fuga hidráulica,Media,7.54,Inspección
1392,10,13,6,1,2024-08-04,2024-08-04 12:27:00,Vibraciones excesivas,Media,7.47,Operador
1393,2,17,1,1,2024-08-05,2024-08-05 11:21:00,Recalentamiento,Media,7.28,Operador
1394,10,15,8,1,2024-08-05,2024-08-05 14:42:00,Rotura de cilindro,Alta,12.14,Operador
1395,9,5,10,1,2024-08-06,2024-08-06 17:50:00,Pérdida de potencia,Media,5.07,Operador
1396,8,35,1,1,2024-08-06,2024-08-06 17:59:00,Falla de pantalla,Media,4.84,Operador
1397,11,15,14,1,2024-08-07,2024-08-07 10:08:00,Fuga hidráulica,Alta,18.98,Operador
1398,5,20,8,1,2024-08-07,2024-08-07 11:58:00,Vibración al frenar,Baja,1.6,Inspección
1399,2,15,15,1,2024-08-07,2024-08-07 13:10:00,Pérdida de presión,Media,6.38,Operador
1400,4,19,8,1,2024-08-08,2024-08-08 10:35:00,Patinamiento,Media,6.35,Monitoreo remoto
1401,16,4,8,1,2024-08-08,2024-08-08 11:37:00,Fuga de aceite,Media,8.26,Inspección
1402,13,7,13,2,2024-08-08,2024-08-08 22:53:00,Sobrecarga,Baja,2.61,Operador
1403,7,15,8,2,2024-08-09,2024-08-09 01:28:00,Pérdida de presión,Baja,2.84,Operador
1404,10,11,16,1,2024-08-09,2024-08-09 07:41:00,Sobrecarga,Baja,1.72,Operador
1405,6,14,10,1,2024-08-09,2024-08-09 09:41:00,Vibraciones excesivas,Baja,2.15,Inspección
1406,20,34,6,1,2024-08-09,2024-08-09 11:48:00,Desgaste cuchara,Media,7.42,Inspección
1407,11,30,5,1,2024-08-09,2024-08-09 17:49:00,Desgaste cuchara,Baja,2.82,Operador
1408,4,26,6,2,2024-08-09,2024-08-09 21:26:00,Deformación,Alta,13.11,Monitoreo remoto
1409,18,14,2,1,2024-08-10,2024-08-10 16:37:00,Fuga hidráulica,Media,7.64,Monitoreo remoto
1410,13,30,11,2,2024-08-13,2024-08-13 04:19:00,Rotura,Baja,1.57,Operador
1411,12,35,3,1,2024-08-13,2024-08-13 15:45:00,Falla de A/C,Media,4.77,Operador
1412,8,22,11,1,2024-08-13,2024-08-13 15:50:00,Desgaste excesivo,Alta,12.16,Operador
1413,4,15,6,1,2024-08-14,2024-08-14 08:38:00,Rotura de cilindro,Baja,2.84,Operador
1414,12,28,7,1,2024-08-14,2024-08-14 11:33:00,Fatiga en orugas,Media,5.54,Operador
1415,14,11,5,2,2024-08-14,2024-08-14 19:06:00,Sobrecarga,Media,8.66,Operador
1416,6,15,9,2,2024-08-15,2024-08-15 05:27:00,Fuga hidráulica,Baja,2.82,Operador
1417,5,21,10,1,2024-08-15,2024-08-15 08:35:00,Fuga de fluido,Baja,2.38,Operador
1418,13,4,16,1,2024-08-15,2024-08-15 10:44:00,Pérdida de potencia,Media,5.96,Monitoreo remoto
1419,21,35,16,1,2024-08-15,2024-08-15 11:26:00,Falla de pantalla,Media,7.22,Operador
1420,11,5,9,2,2024-08-15,2024-08-15 23:49:00,Fuga de aceite,Media,4.5,Operador
1421,1,16,3,1,2024-08-16,2024-08-16 08:31:00,Pérdida de presión,Media,5.9,Operador
1422,20,12,16,2,2024-08-16,2024-08-16 20:41:00,Pérdida de presión,Crítica,36.9,Operador
1423,13,9,14,2,2024-08-16,2024-08-16 23:24:00,Falla de arranque,Media,5.45,Operador
1424,6,18,10,2,2024-08-17,2024-08-17 00:51:00,Patinamiento,Alta,20.46,Inspección
1425,12,30,13,2,2024-08-17,2024-08-17 04:02:00,Rotura,Media,4.48,Operador
1426,14,15,3,1,2024-08-18,2024-08-18 10:21:00,Rotura de cilindro,Baja,1.76,Inspección
1427,1,9,10,1,2024-08-18,2024-08-18 12:06:00,Pérdida de señal,Media,7.83,Monitoreo remoto
1428,17,34,11,1,2024-08-19,2024-08-19 16:19:00,Desgaste cuchara,Baja,2.75,Monitoreo remoto
1429,10,7,7,2,2024-08-19,2024-08-19 23:05:00,Cortocircuito,Alta,22.69,Monitoreo remoto
1430,9,1,13,2,2024-08-20,2024-08-20 22:45:00,Ruido anormal,Crítica,38.67,Operador
1431,20,9,11,2,2024-08-21,2024-08-21 05:46:00,Falla de arranque,Baja,2.47,Operador
1432,4,16,5,2,2024-08-22,2024-08-22 03:10:00,Vibraciones excesivas,Alta,19.56,Inspección
1433,12,14,14,1,2024-08-22,2024-08-22 13:13:00,Pérdida de presión,Alta,21.05,Inspección
1434,2,16,15,1,2024-08-22,2024-08-22 17:36:00,Vibraciones excesivas,Media,4.83,Operador
1435,12,13,14,2,2024-08-22,2024-08-22 23:23:00,Vibraciones excesivas,Media,7.37,Operador
1436,15,12,11,2,2024-08-23,2024-08-23 01:57:00,Rotura de cilindro,Media,8.53,Operador
1437,6,24,6,1,2024-08-23,2024-08-23 15:32:00,Pinchadura,Crítica,40.44,Monitoreo remoto
1438,20,31,8,1,2024-08-24,2024-08-24 12:04:00,Fatiga de material,Media,7.99,Operador
1439,6,17,1,2,2024-08-25,2024-08-25 01:03:00,Recalentamiento,Crítica,36.93,Operador
1440,16,35,2,2,2024-08-25,2024-08-25 21:37:00,Falla de controles,Alta,19.53,Operador
1441,19,16,16,2,2024-08-25,2024-08-25 22:49:00,Pérdida de presión,Media,5.06,Operador
1442,2,3,4,2,2024-08-26,2024-08-26 06:05:00,Vibraciones excesivas,Alta,23.57,Operador
1443,14,30,10,1,2024-08-26,2024-08-26 13:43:00,Rotura,Baja,1.65,Monitoreo remoto
1444,17,15,7,1,2024-08-27,2024-08-27 10:46:00,Recalentamiento aceite,Baja,2.24,Operador
1445,3,7,16,1,2024-08-27,2024-08-27 18:32:00,Falla eléctrica,Alta,21.15,Operador
1446,15,15,15,2,2024-08-28,2024-08-28 01:16:00,Recalentamiento aceite,Media,8.85,Monitoreo remoto
1447,21,8,9,1,2024-08-28,2024-08-28 10:16:00,Falla de arranque,Baja,1.8,Inspección
1448,16,36,9,1,2024-08-29,2024-08-29 08:53:00,Falla de A/C,Media,7.64,Operador
1449,8,20,10,1,2024-08-29,2024-08-29 09:33:00,Vibración al frenar,Baja,2.56,Operador
1450,1,14,11,1,2024-08-29,2024-08-29 15:24:00,Recalentamiento aceite,Media,7.55,Inspección
1451,3,36,9,1,2024-08-29,2024-08-29 18:19:00,Falla de controles,Alta,12.34,Monitoreo remoto
1452,10,30,15,1,2024-08-30,2024-08-30 07:39:00,Rotura,Baja,2.82,Operador
1453,15,27,8,1,2024-08-30,2024-08-30 11:21:00,Fisura,Crítica,67.51,Operador
1454,9,23,11,2,2024-08-30,2024-08-30 23:43:00,Desgaste prematuro,Crítica,41.26,Inspección
1455,4,4,16,2,2024-08-31,2024-08-31 06:42:00,Vibraciones excesivas,Baja,1.56,Inspección
1456,11,3,3,1,2024-08-31,2024-08-31 11:35:00,Recalentamiento,Baja,2.27,Operador
1457,14,3,5,1,2024-08-31,2024-08-31 13:26:00,Ruido anormal,Baja,2.16,Operador
1458,10,3,15,1,2024-08-31,2024-08-31 16:18:00,Ruido anormal,Media,4.52,Operador
1459,10,13,14,2,2024-09-01,2024-09-01 23:05:00,Fuga hidráulica,Baja,2.33,Operador
1460,7,4,6,1,2024-09-02,2024-09-02 16:55:00,Recalentamiento,Media,6.58,Inspección
1461,5,3,9,2,2024-09-03,2024-09-03 04:00:00,Recalentamiento,Baja,2.04,Operador
1462,12,35,16,2,2024-09-03,2024-09-03 04:58:00,Falla de A/C,Baja,1.67,Operador
1463,13,8,6,1,2024-09-03,2024-09-03 14:39:00,Cortocircuito,Baja,2.84,Monitoreo remoto
1464,18,16,3,1,2024-09-03,2024-09-03 15:58:00,Vibraciones excesivas,Media,8.38,Monitoreo remoto
1465,12,3,12,1,2024-09-03,2024-09-03 17:36:00,Fuga de aceite,Baja,2.58,Monitoreo remoto
1466,6,22,6,1,2024-09-03,2024-09-03 18:40:00,Vibración al frenar,Alta,19.5,Monitoreo remoto
1467,1,20,15,2,2024-09-04,2024-09-04 02:07:00,Vibración al frenar,Media,8.8,Operador
1468,10,36,2,1,2024-09-04,2024-09-04 11:59:00,Falla de pantalla,Media,8.94,Inspección
1469,1,6,12,1,2024-09-04,2024-09-04 14:29:00,Pérdida de potencia,Baja,2.71,Inspección
1470,15,36,11,2,2024-09-04,2024-09-04 22:09:00,Falla de controles,Baja,1.54,Inspección
1471,14,16,5,2,2024-09-05,2024-09-05 01:55:00,Vibraciones excesivas,Alta,17.03,Operador
1472,5,35,1,2,2024-09-05,2024-09-05 02:18:00,Falla de pantalla,Baja,1.59,Monitoreo remoto
1473,10,5,3,2,2024-09-05,2024-09-05 06:34:00,Pérdida de potencia,Media,8.83,Operador
1474,17,34,9,1,2024-09-05,2024-09-05 14:51:00,Fatiga de material,Media,8.14,Operador
1475,7,26,6,1,2024-09-05,2024-09-05 17:22:00,Fatiga en orugas,Media,5.09,Operador
1476,5,9,16,2,2024-09-05,2024-09-05 20:57:00,Falla eléctrica,Alta,19.2,Operador
1477,1,17,6,2,2024-09-05,2024-09-05 23:01:00,Recalentamiento,Media,4.29,Monitoreo remoto
1478,18,8,9,2,2024-09-05,2024-09-05 23:29:00,Sobrecarga,Baja,2.05,Operador
1479,2,20,9,2,2024-09-06,2024-09-06 00:32:00,Fuga de fluido,Media,7.42,Inspección
1480,19,15,11,1,2024-09-06,2024-09-06 13:08:00,Fuga hidráulica,Alta,17.07,Inspección
1481,9,20,5,1,2024-09-06,2024-09-06 15:42:00,Falla de frenos,Media,6.21,Operador
1482,18,35,16,2,2024-09-07,2024-09-07 06:46:00,Falla de controles,Baja,2.81,Inspección
1483,2,22,5,1,2024-09-07,2024-09-07 07:24:00,Desgaste excesivo,Media,6.12,Operador
1484,5,16,3,1,2024-09-07,2024-09-07 14:15:00,Fuga hidráulica,Baja,2.85,Monitoreo remoto
1485,14,29,10,1,2024-09-07,2024-09-07 17:49:00,Desgaste cuchara,Crítica,51.14,Inspección
1486,6,12,12,2,2024-09-07,2024-09-07 19:45:00,Recalentamiento aceite,Media,7.44,Operador
1487,3,9,9,2,2024-09-08,2024-09-08 02:57:00,Pérdida de señal,Media,6.1,Operador
1488,11,12,14,2,2024-09-08,2024-09-08 22:52:00,Fuga hidráulica,Media,7.28,Operador
1489,6,20,2,2,2024-09-08,2024-09-08 23:10:00,Falla de frenos,Baja,2.01,Monitoreo remoto
1490,21,16,12,2,2024-09-09,2024-09-09 20:23:00,Fuga hidráulica,Media,5.32,Inspección
1491,7,5,4,2,2024-09-11,2024-09-11 00:31:00,Fuga de aceite,Baja,1.68,Operador
1492,8,8,8,1,2024-09-11,2024-09-11 12:37:00,Sobrecarga,Baja,1.59,Monitoreo remoto
1493,7,20,12,1,2024-09-11,2024-09-11 16:59:00,Desgaste excesivo,Media,8.97,Inspección
1494,1,5,15,2,2024-09-11,2024-09-11 20:18:00,Pérdida de potencia,Baja,2.78,Inspección
1495,6,6,14,2,2024-09-11,2024-09-11 22:27:00,Pérdida de potencia,Media,7.46,Inspección
1496,10,14,6,2,2024-09-12,2024-09-12 06:43:00,Recalentamiento aceite,Media,7.98,Operador
1497,15,35,2,1,2024-09-12,2024-09-12 13:46:00,Falla de pantalla,Baja,1.51,Inspección
1498,20,6,4,2,2024-09-12,2024-09-12 21:24:00,Recalentamiento,Baja,2.09,Operador
1499,13,29,14,2,2024-09-13,2024-09-13 01:54:00,Fractura de diente,Media,5.14,Operador
1500,19,14,1,1,2024-09-14,2024-09-14 08:38:00,Recalentamiento aceite,Media,6.09,Inspección
1501,12,14,10,1,2024-09-14,2024-09-14 13:04:00,Recalentamiento aceite,Baja,1.94,Inspección
1502,15,3,10,1,2024-09-14,2024-09-14 13:10:00,Ruido anormal,Media,8.34,Monitoreo remoto
1503,10,27,7,1,2024-09-14,2024-09-14 17:46:00,Deformación,Alta,19.11,Operador
1504,3,16,2,1,2024-09-14,2024-09-14 18:25:00,Fuga hidráulica,Alta,12.02,Operador
1505,13,16,3,2,2024-09-14,2024-09-14 22:51:00,Fuga hidráulica,Media,7.72,Operador
1506,19,34,10,1,2024-09-15,2024-09-15 10:56:00,Desgaste cuchara,Media,4.68,Monitoreo remoto
1507,4,12,14,1,2024-09-15,2024-09-15 12:57:00,Vibraciones excesivas,Media,8.45,Operador
1508,21,7,8,1,2024-09-15,2024-09-15 16:09:00,Falla de arranque,Media,7.3,Inspección
1509,5,18,4,1,2024-09-15,2024-09-15 18:07:00,Fallo transmisión,Media,7.62,Inspección
1510,4,35,16,1,2024-09-15,2024-09-15 18:41:00,Falla de A/C,Baja,2.74,Operador
1511,15,16,5,2,2024-09-16,2024-09-16 20:52:00,Rotura de cilindro,Baja,2.82,Inspección
1512,19,33,16,1,2024-09-17,2024-09-17 12:38:00,Rotura,Alta,11.24,Operador
1513,7,36,15,1,2024-09-17,2024-09-17 12:39:00,Falla de A/C,Baja,2.58,Operador
1514,16,1,16,2,2024-09-17,2024-09-17 20:03:00,Fuga de aceite,Baja,2.18,Monitoreo remoto
1515,11,1,12,2,2024-09-17,2024-09-17 21:16:00,Fuga de aceite,Alta,16.82,Operador
1516,18,35,13,2,2024-09-18,2024-09-18 03:37:00,Falla de A/C,Media,5.81,Inspección
1517,5,15,8,2,2024-09-18,2024-09-18 03:42:00,Fuga hidráulica,Media,6.24,Operador
1518,19,13,8,2,2024-09-19,2024-09-19 02:39:00,Recalentamiento aceite,Media,5.08,Monitoreo remoto
1519,5,4,5,1,2024-09-19,2024-09-19 09:22:00,Ruido anormal,Baja,2.37,Operador
1520,8,16,7,1,2024-09-19,2024-09-19 11:59:00,Pérdida de presión,Baja,1.53,Inspección
1521,12,15,14,1,2024-09-20,2024-09-20 14:04:00,Pérdida de presión,Baja,1.82,Operador
1522,15,30,5,2,2024-09-20,2024-09-20 21:54:00,Fractura de diente,Alta,20.03,Inspección
1523,6,35,1,1,2024-09-21,2024-09-21 08:36:00,Falla de controles,Baja,1.98,Operador
1524,18,16,11,2,2024-09-22,2024-09-22 01:52:00,Vibraciones excesivas,Baja,2.09,Inspección
1525,6,1,15,2,2024-09-22,2024-09-22 06:22:00,Pérdida de potencia,Media,8.61,Monitoreo remoto
1526,21,9,3,1,2024-09-22,2024-09-22 07:48:00,Cortocircuito,Baja,2.69,Operador
1527,21,3,4,1,2024-09-22,2024-09-22 11:58:00,Recalentamiento,Media,5.96,Inspección
1528,17,31,2,2,2024-09-23,2024-09-23 00:30:00,Rotura,Media,4.33,Operador
1529,12,7,6,1,2024-09-23,2024-09-23 17:47:00,Falla de arranque,Media,5.88,Inspección
1530,8,22,11,1,2024-09-23,2024-09-23 18:08:00,Falla de frenos,Alta,22.45,Operador
1531,21,5,14,2,2024-09-25,2024-09-25 04:14:00,Fuga de aceite,Alta,14.55,Operador
1532,5,17,4,1,2024-09-25,2024-09-25 13:11:00,Ruido anormal,Alta,22.74,Monitoreo remoto
1533,7,3,16,2,2024-09-26,2024-09-26 00:01:00,Vibraciones excesivas,Media,4.2,Operador
1534,18,12,1,1,2024-09-26,2024-09-26 10:53:00,Pérdida de presión,Alta,15.79,Operador
1535,20,7,1,1,2024-09-26,2024-09-26 15:02:00,Falla de arranque,Media,7.83,Inspección
1536,2,24,5,2,2024-09-26,2024-09-26 21:28:00,Desbalance,Media,4.53,Operador
1537,1,15,4,2,2024-09-27,2024-09-27 01:04:00,Rotura de cilindro,Baja,1.81,Operador
1538,16,13,3,2,2024-09-27,2024-09-27 02:57:00,Recalentamiento aceite,Media,8.68,Inspección
1539,10,36,6,1,2024-09-28,2024-09-28 10:04:00,Falla de controles,Baja,1.88,Inspección
1540,12,6,1,1,2024-09-28,2024-09-28 11:13:00,Ruido anormal,Media,4.4,Operador
1541,9,19,6,2,2024-09-28,2024-09-28 21:26:00,Ruido anormal,Crítica,57.07,Operador
1542,15,14,7,1,2024-09-29,2024-09-29 07:42:00,Vibraciones excesivas,Media,4.22,Operador
1543,7,10,9,1,2024-09-29,2024-09-29 08:54:00,Sobrecarga,Media,7.66,Operador
1544,5,12,1,1,2024-09-29,2024-09-29 11:15:00,Pérdida de presión,Baja,2.02,Operador
1545,18,7,16,2,2024-09-29,2024-09-29 23:45:00,Sobrecarga,Media,5.89,Monitoreo remoto
1546,19,31,11,1,2024-09-30,2024-09-30 13:33:00,Rotura,Baja,2.57,Operador
1547,4,22,9,1,2024-09-30,2024-09-30 17:27:00,Desgaste excesivo,Baja,2.5,Monitoreo remoto
1548,18,3,5,2,2024-10-01,2024-10-01 00:33:00,Fuga de aceite,Baja,2.72,Inspección
1549,2,36,16,1,2024-10-01,2024-10-01 12:39:00,Falla de A/C,Baja,2.94,Operador
1550,20,16,9,1,2024-10-01,2024-10-01 18:34:00,Vibraciones excesivas,Media,5.28,Inspección
1551,11,30,1,2,2024-10-01,2024-10-01 20:21:00,Fatiga de material,Media,7.09,Monitoreo remoto
1552,10,16,12,2,2024-10-01,2024-10-01 21:19:00,Recalentamiento aceite,Baja,2.68,Inspección
1553,7,2,6,2,2024-10-02,2024-10-02 04:12:00,Ruido anormal,Media,6.55,Operador
1554,18,36,3,1,2024-10-02,2024-10-02 08:13:00,Falla de controles,Baja,1.97,Operador
1555,6,14,10,1,2024-10-03,2024-10-03 14:39:00,Rotura de cilindro,Alta,15.76,Inspección
1556,3,20,9,1,2024-10-03,2024-10-03 16:05:00,Vibración al frenar,Media,8.24,Inspección
1557,3,21,16,1,2024-10-03,2024-10-03 18:41:00,Fuga de fluido,Media,8.37,Operador
1558,15,13,12,2,2024-10-03,2024-10-03 21:59:00,Fuga hidráulica,Media,4.75,Operador
1559,1,16,11,2,2024-10-04,2024-10-04 21:30:00,Recalentamiento aceite,Baja,2.5,Operador
1560,9,5,5,2,2024-10-06,2024-10-06 05:12:00,Recalentamiento,Media,5.86,Monitoreo remoto
1561,5,13,2,1,2024-10-06,2024-10-06 15:59:00,Fuga hidráulica,Baja,2.12,Operador
1562,18,5,9,1,2024-10-07,2024-10-07 07:10:00,Ruido anormal,Media,6.3,Operador
1563,17,32,14,1,2024-10-07,2024-10-07 12:51:00,Desgaste de broca,Crítica,57.9,Operador
1564,20,14,7,2,2024-10-07,2024-10-07 22:30:00,Vibraciones excesivas,Media,8.1,Operador
1565,2,15,2,2,2024-10-08,2024-10-08 03:03:00,Vibraciones excesivas,Media,7.88,Inspección
1566,12,30,2,1,2024-10-08,2024-10-08 09:33:00,Fractura de diente,Media,5.35,Inspección
1567,16,16,11,1,2024-10-08,2024-10-08 12:54:00,Fuga hidráulica,Baja,2.82,Inspección
1568,1,13,5,2,2024-10-08,2024-10-08 23:32:00,Vibraciones excesivas,Baja,1.51,Inspección
1569,1,23,9,2,2024-10-10,2024-10-10 00:31:00,Pinchadura,Media,4.26,Operador
1570,13,30,10,2,2024-10-10,2024-10-10 01:48:00,Fractura de diente,Media,6.17,Operador
1571,14,15,6,1,2024-10-10,2024-10-10 10:49:00,Rotura de cilindro,Baja,1.9,Operador
1572,5,15,1,1,2024-10-10,2024-10-10 14:51:00,Vibraciones excesivas,Baja,2.18,Inspección
1573,11,28,7,2,2024-10-11,2024-10-11 04:01:00,Fatiga en orugas,Media,5.77,Operador
1574,20,9,9,1,2024-10-11,2024-10-11 11:10:00,Sobrecarga,Media,6.23,Operador
1575,6,23,5,2,2024-10-11,2024-10-11 22:54:00,Desgaste prematuro,Alta,15.18,Operador
1576,8,25,13,2,2024-10-12,2024-10-12 02:48:00,Fisura,Alta,20.61,Operador
1577,20,13,2,2,2024-10-12,2024-10-12 06:53:00,Rotura de cilindro,Alta,22.44,Inspección
1578,9,26,4,2,2024-10-12,2024-10-12 22:13:00,Fatiga en orugas,Media,4.85,Operador
1579,2,16,5,2,2024-10-13,2024-10-13 01:16:00,Pérdida de presión,Media,5.24,Inspección
1580,4,20,16,1,2024-10-13,2024-10-13 09:41:00,Desgaste excesivo,Alta,13.9,Monitoreo remoto
1581,2,23,9,1,2024-10-13,2024-10-13 16:50:00,Desbalance,Media,7.96,Monitoreo remoto
1582,13,36,13,1,2024-10-14,2024-10-14 07:34:00,Falla de controles,Baja,1.64,Inspección
1583,14,10,12,1,2024-10-14,2024-10-14 15:40:00,Falla de arranque,Media,8.39,Monitoreo remoto
1584,14,14,13,2,2024-10-15,2024-10-15 01:59:00,Rotura de cilindro,Media,5.01,Inspección
1585,9,24,5,2,2024-10-15,2024-10-15 06:20:00,Desbalance,Alta,11.95,Operador
1586,14,25,10,2,2024-10-16,2024-10-16 05:50:00,Fatiga estructural,Alta,22.5,Monitoreo remoto
1587,21,8,12,1,2024-10-16,2024-10-16 16:33:00,Falla eléctrica,Baja,1.89,Operador
1588,1,18,10,2,2024-10-16,2024-10-16 23:22:00,Recalentamiento,Crítica,38.6,Operador
1589,17,12,11,2,2024-10-18,2024-10-18 00:11:00,Pérdida de presión,Baja,2.55,Inspección
1590,4,21,12,2,2024-10-18,2024-10-18 05:54:00,Vibración al frenar,Media,8.69,Monitoreo remoto
1591,11,6,5,2,2024-10-18,2024-10-18 20:53:00,Vibraciones excesivas,Media,8.92,Operador
1592,7,17,5,2,2024-10-18,2024-10-18 21:37:00,Recalentamiento,Alta,18.55,Monitoreo remoto
1593,14,5,16,2,2024-10-19,2024-10-19 19:10:00,Pérdida de potencia,Media,4.86,Inspección
1594,11,16,4,1,2024-10-20,2024-10-20 07:02:00,Pérdida de presión,Baja,2.33,Monitoreo remoto
1595,11,7,1,1,2024-10-20,2024-10-20 11:37:00,Cortocircuito,Alta,12.77,Inspección
1596,7,1,13,1,2024-10-21,2024-10-21 12:40:00,Pérdida de potencia,Alta,23.14,Operador
1597,21,31,3,1,2024-10-21,2024-10-21 14:09:00,Desgaste cuchara,Media,6.72,Inspección
1598,11,14,9,2,2024-10-21,2024-10-21 19:00:00,Fuga hidráulica,Baja,1.55,Monitoreo remoto
1599,8,10,10,2,2024-10-21,2024-10-21 20:04:00,Falla eléctrica,Media,4.22,Operador
1600,15,16,15,2,2024-10-21,2024-10-21 23:05:00,Fuga hidráulica,Media,8.1,Inspección
1601,9,8,14,1,2024-10-22,2024-10-22 07:58:00,Sobrecarga,Media,5.74,Operador
1602,21,25,15,2,2024-10-24,2024-10-24 01:09:00,Deformación,Media,5.3,Inspección
1603,14,9,16,1,2024-10-24,2024-10-24 12:25:00,Cortocircuito,Media,4.21,Operador
1604,14,1,16,1,2024-10-24,2024-10-24 17:24:00,Pérdida de potencia,Media,4.62,Operador
1605,7,12,11,2,2024-10-24,2024-10-24 19:59:00,Pérdida de presión,Media,7.81,Operador
1606,5,20,12,2,2024-10-24,2024-10-24 20:20:00,Vibración al frenar,Baja,2.28,Operador
1607,14,8,2,2,2024-10-24,2024-10-24 23:19:00,Falla de arranque,Media,7.76,Inspección
1608,7,36,8,2,2024-10-25,2024-10-25 05:18:00,Falla de A/C,Media,7.6,Inspección
1609,8,21,9,1,2024-10-26,2024-10-26 12:54:00,Vibración al frenar,Baja,1.78,Operador
1610,21,15,2,1,2024-10-26,2024-10-26 14:32:00,Pérdida de presión,Media,7.94,Operador
1611,21,12,5,2,2024-10-26,2024-10-26 23:20:00,Recalentamiento aceite,Media,5.17,Monitoreo remoto
1612,4,10,1,2,2024-10-27,2024-10-27 02:05:00,Pérdida de señal,Media,8.15,Inspección
1613,7,7,10,2,2024-10-27,2024-10-27 06:45:00,Falla de arranque,Baja,1.85,Operador
1614,19,35,5,1,2024-10-27,2024-10-27 16:38:00,Falla de controles,Media,4.28,Inspección
1615,4,18,2,1,2024-10-27,2024-10-27 18:33:00,Recalentamiento,Alta,22.68,Operador
1616,1,36,9,1,2024-10-28,2024-10-28 09:06:00,Falla de A/C,Media,7.94,Monitoreo remoto
1617,2,13,1,1,2024-10-28,2024-10-28 12:54:00,Fuga hidráulica,Media,8.42,Operador
1618,20,25,14,2,2024-10-29,2024-10-29 05:19:00,Deformación,Alta,16.58,Inspección
1619,17,16,5,2,2024-10-30,2024-10-30 02:58:00,Pérdida de presión,Baja,1.95,Monitoreo remoto
1620,1,20,8,1,2024-10-30,2024-10-30 09:12:00,Vibración al frenar,Media,7.95,Inspección
1621,21,10,3,1,2024-10-30,2024-10-30 12:13:00,Falla de arranque,Alta,12.26,Operador
1622,6,16,15,2,2024-10-30,2024-10-30 20:23:00,Recalentamiento aceite,Media,5.02,Inspección
1623,9,17,14,2,2024-10-31,2024-10-31 01:08:00,Recalentamiento,Media,6.33,Monitoreo remoto
1624,20,14,13,1,2024-10-31,2024-10-31 09:28:00,Vibraciones excesivas,Media,8.19,Operador
1625,17,14,2,1,2024-10-31,2024-10-31 15:27:00,Pérdida de presión,Alta,14.32,Operador
1626,16,3,16,1,2024-10-31,2024-10-31 16:07:00,Vibraciones excesivas,Media,6.37,Operador
1627,17,8,2,1,2024-10-31,2024-10-31 18:24:00,Pérdida de señal,Baja,1.84,Inspección
1628,5,15,14,2,2024-11-01,2024-11-01 02:56:00,Vibraciones excesivas,Baja,2.82,Operador
1629,2,8,15,2,2024-11-01,2024-11-01 03:00:00,Cortocircuito,Baja,2.44,Operador
1630,16,14,3,1,2024-11-02,2024-11-02 14:10:00,Rotura de cilindro,Baja,2.37,Operador
1631,21,16,5,1,2024-11-03,2024-11-03 18:26:00,Pérdida de presión,Baja,2.58,Inspección
1632,12,10,1,2,2024-11-03,2024-11-03 21:02:00,Falla eléctrica,Baja,2.24,Operador
1633,1,35,16,2,2024-11-04,2024-11-04 05:38:00,Falla de A/C,Baja,2.0,Operador
1634,7,8,14,2,2024-11-04,2024-11-04 19:39:00,Falla eléctrica,Baja,2.66,Operador
1635,12,16,15,2,2024-11-04,2024-11-04 23:59:00,Vibraciones excesivas,Media,6.4,Monitoreo remoto
1636,9,4,6,2,2024-11-05,2024-11-05 05:40:00,Pérdida de potencia,Alta,22.56,Operador
1637,10,30,15,1,2024-11-05,2024-11-05 09:27:00,Rotura,Media,6.54,Monitoreo remoto
